Address	Ordinal	Name	Library
0040A5F8	4821	CDockablePane::GetDockingStatus(CPoint,int)	mfc100u
0040A5FC	2204	CDockablePane::AttachToTabWnd(CDockablePane *,AFX_DOCK_METHOD,int,CDockablePane * *)	mfc100u
0040A600	3198	CDockablePane::CreateTabbedPane(void)	mfc100u
0040A604	3585	CDockablePane::DockToWindow(CDockablePane *,ulong,tagRECT const *)	mfc100u
0040A608	3570	CDockablePane::DockPaneContainer(CPaneContainerManager &,ulong,AFX_DOCK_METHOD)	mfc100u
0040A60C	13273	CDockablePane::UnSetAutoHideMode(CDockablePane *)	mfc100u
0040A610	12163	CDockablePane::SetAutoHideMode(int,ulong,CMFCAutoHideBar *,int)	mfc100u
0040A614	7712	int CDockablePane::m_bHideInAutoHideMode	mfc100u
0040A618	2735	CDockablePane::CopyState(CDockablePane *)	mfc100u
0040A61C	13111	CDockablePane::StoreRecentTabRelatedInfo(void)	mfc100u
0040A620	3713	CDockablePane::DrawCaption(CDC *,CRect)	mfc100u
0040A624	1790	CDockablePane::AdjustPaneToPaneContainer(CPaneDivider *)	mfc100u
0040A628	10733	CDockablePane::OnTrackCaptionButtons(CPoint)	mfc100u
0040A62C	13090	CDockablePane::StopCaptionButtonsTracking(void)	mfc100u
0040A630	12217	CDockablePane::SetCaptionButtons(void)	mfc100u
0040A634	2419	CDockablePane::CheckAutoHideCondition(void)	mfc100u
0040A638	2440	CDockablePane::CheckStopSlideCondition(int)	mfc100u
0040A63C	10613	CDockablePane::OnSlide(int)	mfc100u
0040A640	12056	CMFCToolBarMenuButton::Serialize(CArchive &)	mfc100u
0040A644	11133	CMFCToolBarButton::PrepareDrag(COleDataSource &)	mfc100u
0040A648	2723	CMFCToolBarMenuButton::CopyFrom(CMFCToolBarButton const &)	mfc100u
0040A64C	8175	CMFCToolBarMenuButton::OnCalculateSize(CDC *,CSize const &,int)	mfc100u
0040A650	8289	CMFCToolBarMenuButton::OnClick(CWnd *,int)	mfc100u
0040A654	8238	CMFCToolBarMenuButton::OnChangeParentWnd(CWnd *)	mfc100u
0040A658	4096	CMFCToolBarButton::ExportToMenuButton(CMFCToolBarMenuButton &)	mfc100u
0040A65C	8201	CMFCToolBarMenuButton::OnCancelMode(void)	mfc100u
0040A660	7782	CList<uint,uint> CMFCToolBarButton::m_lstProtectedCommands	mfc100u
0040A664	2084	CUserToolsManager * afxUserToolsManager	mfc100u
0040A668	8868	CMFCToolBarMenuButton::OnDrawOnCustomizeList(CDC *,CRect const &,int)	mfc100u
0040A66C	8139	CMFCToolBarMenuButton::OnBeforeDrag(void)	mfc100u
0040A670	10722	CMFCToolBarButton::OnToolHitTest(CWnd const *,tagTOOLINFOW *)	mfc100u
0040A674	11866	CMFCToolBarMenuButton::SaveBarState(void)	mfc100u
0040A678	11749	CMFCToolBarMenuButton::ResetImageToDefault(void)	mfc100u
0040A67C	2627	CMFCToolBarMenuButton::CompareWith(CMFCToolBarButton const &)	mfc100u
0040A680	7382	CMFCToolBarButton::IsFirstInGroup(void)	mfc100u
0040A684	7404	CMFCToolBarButton::IsLastInGroup(void)	mfc100u
0040A688	12109	CMFCToolBarMenuButton::SetACCData(CWnd *,CAccessibilityData &)	mfc100u
0040A68C	12734	CMFCToolBarMenuButton::SetRadio(void)	mfc100u
0040A690	10983	CMFCToolBarMenuButton::OpenPopupMenu(CWnd *)	mfc100u
0040A694	2968	CMFCToolBarMenuButton::CreateFromMenu(HMENU__ *)	mfc100u
0040A698	3000	CMFCToolBarMenuButton::CreateMenu(void)	mfc100u
0040A69C	12850	CMFCToolBarMenuButton::SetTearOff(uint)	mfc100u
0040A6A0	2774	CImageList::Create(uint,int,int,ulong)	mfc100u
0040A6A4	4661	CWinAppEx::GetContextMenuManager(void)	mfc100u
0040A6A8	1821	uint AFX_WM_CREATETOOLBAR	mfc100u
0040A6AC	6733	CMDIFrameWndEx::GetThisMessageMap(void)	mfc100u
0040A6B0	476	CMDIFrameWndEx::CMDIFrameWndEx(void)	mfc100u
0040A6B4	1025	CMDIFrameWndEx::~CMDIFrameWndEx(void)	mfc100u
0040A6B8	544	CMFCMenuBar::CMFCMenuBar(void)	mfc100u
0040A6BC	1070	CMFCMenuBar::~CMFCMenuBar(void)	mfc100u
0040A6C0	657	CMFCStatusBar::CMFCStatusBar(void)	mfc100u
0040A6C4	1126	CMFCStatusBar::~CMFCStatusBar(void)	mfc100u
0040A6C8	681	CMFCToolBarImages::CMFCToolBarImages(void)	mfc100u
0040A6CC	1143	CMFCToolBarImages::~CMFCToolBarImages(void)	mfc100u
0040A6D0	5112	CWinAppEx::GetInt(wchar_t const *,int)	mfc100u
0040A6D4	8439	CMDIFrameWndEx::OnCreate(tagCREATESTRUCTW *)	mfc100u
0040A6D8	477	CMDITabInfo::CMDITabInfo(void)	mfc100u
0040A6DC	3925	CMDIFrameWndEx::EnableMDITabbedGroups(int,CMDITabInfo const &)	mfc100u
0040A6E0	8112	CWnd::OnAmbientProperty(COleControlSite *,long,tagVARIANT *)	mfc100u
0040A6E4	7618	ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>>::LoadStringW(uint)	mfc100u
0040A6E8	12951	CWnd::SetWindowTextW(wchar_t const *)	mfc100u
0040A6EC	3893	CMFCToolBar::EnableCustomizeButton(int,int,ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,int)	mfc100u
0040A6F0	7205	CFrameImpl::InitUserToolbars(wchar_t const *,uint,uint)	mfc100u
0040A6F4	2804	CMFCStatusBar::Create(CWnd *,ulong,uint)	mfc100u
0040A6F8	12486	CMFCStatusBar::SetIndicators(uint const *,int)	mfc100u
0040A6FC	3903	CMDIFrameWndEx::EnableDocking(ulong)	mfc100u
0040A700	3563	CMDIFrameWndEx::DockPane(CBasePane *,uint,tagRECT const *)	mfc100u
0040A704	13601	CDockingManager::SetDockingMode(AFX_DOCK_TYPE,AFX_SMARTDOCK_THEME)	mfc100u
0040A708	3870	CMDIFrameWndEx::EnableAutoHidePanes(ulong)	mfc100u
0040A70C	1738	CMFCToolBar::AddToolBarForImageCollection(uint,uint,uint,uint,uint,uint)	mfc100u
0040A710	3979	CMDIFrameWndEx::EnableWindowsDialog(uint,uint,int,int)	mfc100u
0040A714	3948	CDockingManager::EnablePaneContextMenu(int,uint,ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &,int)	mfc100u
0040A718	7682	int CMFCToolBar::m_bAltCustomization	mfc100u
0040A71C	7841	CMFCToolBarImages * CMFCToolBar::m_pUserImages	mfc100u
0040A720	7534	CMFCToolBarImages::Load(wchar_t const *,ulong)	mfc100u
0040A724	12919	CMFCToolBar::SetUserImages(CMFCToolBarImages *)	mfc100u
0040A728	4331	CPlex::FreeDataChain(void)	mfc100u
0040A72C	2823	CPlex::Create(CPlex * &,uint,uint)	mfc100u
0040A730	2057	AfxThrowArchiveException(int,wchar_t const *)	mfc100u
0040A734	11330	CArchive::Read(void *,uint)	mfc100u
0040A738	13396	CArchive::Write(void const *,uint)	mfc100u
0040A73C	11353	CArchive::ReadCount(void)	mfc100u
0040A740	13415	CArchive::WriteCount(ulong)	mfc100u
0040A744	6036	CObject::GetRuntimeClass(void)	mfc100u
0040A748	12177	CMFCToolBar::SetBasicCommands(CList<uint,uint> &)	mfc100u
0040A74C	7986	CFrameWnd::NegotiateBorderSpace(uint,tagRECT *)	mfc100u
0040A750	11101	CMDIFrameWndEx::PreCreateWindow(tagCREATESTRUCTW &)	mfc100u
0040A754	13319	CMDIFrameWndEx::UpdateMDITabbedBarsIcons(void)	mfc100u
0040A758	13048	CMDIFrameWndEx::ShowWindowsDialog(void)	mfc100u
0040A75C	14147	CWnd::OnGestureRotate(CPoint,double)	mfc100u
0040A760	3974	CMFCToolBarsCustomizeDialog::EnableUserDefinedToolbars(int)	mfc100u
0040A764	14149	CWnd::OnGestureZoom(CPoint,long)	mfc100u
0040A768	2220	CCmdTarget::BeginWaitCursor(void)	mfc100u
0040A76C	3996	CCmdTarget::EndWaitCursor(void)	mfc100u
0040A770	12325	CMFCVisualManager::SetDefaultManager(CRuntimeClass *)	mfc100u
0040A774	6534	CMFCVisualManager::GetThisClass(void)	mfc100u
0040A778	6537	CMFCVisualManagerOfficeXP::GetThisClass(void)	mfc100u
0040A77C	7680	int CMFCVisualManagerWindows::m_b3DTabsXPTheme	mfc100u
0040A780	6539	CMFCVisualManagerWindows::GetThisClass(void)	mfc100u
0040A784	6535	CMFCVisualManagerOffice2003::GetThisClass(void)	mfc100u
0040A788	6538	CMFCVisualManagerVS2005::GetThisClass(void)	mfc100u
0040A78C	13583	CMFCVisualManagerVS2008::GetThisClass(void)	mfc100u
0040A790	14083	CMFCVisualManagerWindows7::GetThisClass(void)	mfc100u
0040A794	12830	CMFCVisualManagerOffice2007::SetStyle(CMFCVisualManagerOffice2007::Style,wchar_t const *)	mfc100u
0040A798	6536	CMFCVisualManagerOffice2007::GetThisClass(void)	mfc100u
0040A79C	13416	CWinAppEx::WriteInt(wchar_t const *,int)	mfc100u
0040A7A0	7563	CMDIFrameWndEx::LoadFrame(uint,ulong,CWnd *,CCreateContext *)	mfc100u
0040A7A4	6940	CFrameImpl::GetUserToolBarByIndex(int)	mfc100u
0040A7A8	10480	CWnd::OnSettingChange(uint,wchar_t const *)	mfc100u
0040A7AC	8354	CMDIFrameWndEx::OnCmdMsg(uint,int,void *,AFX_CMDHANDLERINFO *)	mfc100u
0040A7B0	13384	CMDIFrameWndEx::WinHelpW(ulong,uint)	mfc100u
0040A7B4	7105	CMDIFrameWndEx::HtmlHelpW(ulong,uint)	mfc100u
0040A7B8	8377	CMDIFrameWndEx::OnCommand(uint,long)	mfc100u
0040A7BC	11174	CMDIFrameWndEx::PreTranslateMessage(tagMSG *)	mfc100u
0040A7C0	3399	CMDIFrameWnd::DefWindowProcW(uint,uint,long)	mfc100u
0040A7C4	4446	CMDIFrameWnd::GetActiveFrame(void)	mfc100u
0040A7C8	11407	CMDIFrameWndEx::RecalcLayout(int)	mfc100u
0040A7CC	1529	CFrameWnd::ActivateFrame(int)	mfc100u
0040A7D0	12564	CMDIFrameWnd::SetMenuBarVisibility(ulong)	mfc100u
0040A7D4	12562	CMDIFrameWnd::SetMenuBarState(ulong)	mfc100u
0040A7D8	10450	CMDIFrameWndEx::OnSetPreviewMode(int,CPrintPreviewState *)	mfc100u
0040A7DC	5296	CFrameWnd::GetMessageBar(void)	mfc100u
0040A7E0	7988	CMDIFrameWndEx::NegotiateBorderSpace(uint,tagRECT *)	mfc100u
0040A7E4	8487	CMDIFrameWndEx::OnCreateClient(tagCREATESTRUCTW *,CCreateContext *)	mfc100u
0040A7E8	10808	CMDIFrameWnd::OnUpdateFrameTitle(int)	mfc100u
0040A7EC	10803	CMDIFrameWndEx::OnUpdateFrameMenu(HMENU__ *)	mfc100u
0040A7F0	3409	CMDIFrameWnd::DelayUpdateFrameMenu(HMENU__ *)	mfc100u
0040A7F4	2861	CMDIFrameWnd::CreateClient(tagCREATESTRUCTW *,CMenu *)	mfc100u
0040A7F8	6995	CMDIFrameWndEx::GetWindowMenuPopup(HMENU__ *)	mfc100u
0040A7FC	1764	CMDIFrameWndEx::AdjustDockingLayout(void *)	mfc100u
0040A800	9889	CMDIFrameWndEx::OnMoveMiniFrame(CWnd *)	mfc100u
0040A804	10509	CMDIFrameWndEx::OnShowMDITabContextMenu(CPoint,ulong,int)	mfc100u
0040A808	2667	CMDIFrameWndEx::ControlBarToTabbedDocument(CDockablePane *)	mfc100u
0040A80C	13142	CMDIFrameWndEx::TabbedDocumentToControlBar(CMDIChildWndEx *)	mfc100u
0040A810	10433	CMDIFrameWndEx::OnSetMenu(HMENU__ *)	mfc100u
0040A814	10527	CMDIFrameWndEx::OnShowPopupMenu(CMFCPopupMenu *)	mfc100u
0040A818	1583	CFrameImpl::AddDefaultButtonsToCustomizePane(CMFCPopupMenu *,uint)	mfc100u
0040A81C	8342	CMDIFrameWndEx::OnClosePopupMenu(CMFCPopupMenu *)	mfc100u
0040A820	8838	CMDIFrameWndEx::OnDrawMenuImage(CDC *,CMFCToolBarMenuButton const *,CRect const &)	mfc100u
0040A824	10520	CMDIFrameWndEx::OnShowPanes(int)	mfc100u
0040A828	1754	CMDIFrameWndEx::AdjustClientArea(void)	mfc100u
0040A82C	7581	CMDIFrameWndEx::LoadMDIState(wchar_t const *)	mfc100u
0040A830	11877	CMDIFrameWndEx::SaveMDIState(wchar_t const *)	mfc100u
0040A834	2906	CMDIFrameWndEx::CreateDocumentWindow(wchar_t const *,CObject *)	mfc100u
0040A838	3012	CMDIFrameWndEx::CreateNewWindow(wchar_t const *,CObject *)	mfc100u
0040A83C	5103	CMDIFrameWndEx::GetInPlaceActiveItem(void)	mfc100u
0040A840	9232	CWinApp::OnFileNew(void)	mfc100u
0040A844	9239	CWinApp::OnFilePrintSetup(void)	mfc100u
0040A848	6869	CWinApp::GetThisMessageMap(void)	mfc100u
0040A84C	891	CWinAppEx::CWinAppEx(int)	mfc100u
0040A850	1293	CWinAppEx::~CWinAppEx(void)	mfc100u
0040A854	13956	CWinApp::SetAppID(wchar_t const *)	mfc100u
0040A858	7176	CWinApp::InitInstance(void)	mfc100u
0040A85C	1990	AfxOleInit(void)	mfc100u
0040A860	1986	AfxMessageBox(uint,uint,uint)	mfc100u
0040A864	1895	AfxEnableControlContainer(COccManager *)	mfc100u
0040A868	13797	CWinApp::EnableTaskbarInteraction(int)	mfc100u
0040A86C	12753	CWinApp::SetRegistryKey(wchar_t const *)	mfc100u
0040A870	7616	CWinApp::LoadStdProfileSettings(uint)	mfc100u
0040A874	7131	CWinAppEx::InitContextMenuManager(void)	mfc100u
0040A878	7178	CWinAppEx::InitKeyboardManager(void)	mfc100u
0040A87C	7203	CWinAppEx::InitTooltipManager(void)	mfc100u
0040A880	12898	CTooltipManager::SetTooltipParams(uint,CRuntimeClass *,CMFCToolTipInfo *)	mfc100u
0040A884	6891	CWinAppEx::GetTooltipManager(void)	mfc100u
0040A888	6533	CMFCToolTipCtrl::GetThisClass(void)	mfc100u
0040A88C	715	CMultiDocTemplate::CMultiDocTemplate(uint,CRuntimeClass *,CRuntimeClass *,CRuntimeClass *)	mfc100u
0040A890	1592	CWinApp::AddDocTemplate(CDocTemplate *)	mfc100u
0040A894	345	CCommandLineInfo::CCommandLineInfo(void)	mfc100u
0040A898	923	CCommandLineInfo::~CCommandLineInfo(void)	mfc100u
0040A89C	11021	CWinApp::ParseCommandLine(CCommandLineInfo &)	mfc100u
0040A8A0	11235	CWinApp::ProcessShellCommand(CCommandLineInfo &)	mfc100u
0040A8A4	13047	CWnd::ShowWindow(int)	mfc100u
0040A8A8	1312	ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>>::operator=(wchar_t const *)	mfc100u
0040A8AC	280	ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>>::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>>(ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &)	mfc100u
0040A8B0	265	operator new[](uint)	mfc100u
0040A8B4	421	CFile::CFile(void)	mfc100u
0040A8B8	979	CFile::~CFile(void)	mfc100u
0040A8BC	10960	CFile::Open(wchar_t const *,uint,CFileException *)	mfc100u
0040A8C0	5231	CFile::GetLength(void)	mfc100u
0040A8C4	11333	CFile::Read(void *,uint)	mfc100u
0040A8C8	2528	CFile::Close(void)	mfc100u
0040A8CC	422	CFileDialog::CFileDialog(int,wchar_t const *,wchar_t const *,ulong,wchar_t const *,CWnd *,ulong,int)	mfc100u
0040A8D0	980	CFileDialog::~CFileDialog(void)	mfc100u
0040A8D4	5563	CFileDialog::GetOFN(void)	mfc100u
0040A8D8	3628	CFileDialog::DoModal(void)	mfc100u
0040A8DC	5652	CFileDialog::GetPathName(void)	mfc100u
0040A8E0	2005	AfxOleTerm(int)	mfc100u
0040A8E4	4087	CWinAppEx::ExitInstance(void)	mfc100u
0040A8E8	385	CDialogEx::CDialogEx(uint,CWnd *)	mfc100u
0040A8EC	948	CDialog::~CDialog(void)	mfc100u
0040A8F0	5801	CBrush::GetRuntimeClass(void)	mfc100u
0040A8F4	950	CDialogImpl::~CDialogImpl(void)	mfc100u
0040A8F8	6713	CDialogEx::GetThisMessageMap(void)	mfc100u
0040A8FC	3627	CDialog::DoModal(void)	mfc100u
0040A900	1633	CContextMenuManager::AddMenu(wchar_t const *,uint)	mfc100u
0040A904	6141	CWinAppEx::GetRuntimeClass(void)	mfc100u
0040A908	9328	CCmdTarget::OnFinalRelease(void)	mfc100u
0040A90C	5118	CCmdTarget::GetInterfaceMap(void)	mfc100u
0040A910	11845	CWinApp::Run(void)	mfc100u
0040A914	11209	CWinThread::PreTranslateMessage(tagMSG *)	mfc100u
0040A918	11240	CWinThread::PumpMessage(void)	mfc100u
0040A91C	9498	CWinApp::OnIdle(long)	mfc100u
0040A920	7391	CWinThread::IsIdleMessage(tagMSG *)	mfc100u
0040A924	11236	CWinApp::ProcessWndProcException(CException *,tagMSG const *)	mfc100u
0040A928	11228	CWinThread::ProcessMessageFilter(int,tagMSG *)	mfc100u
0040A92C	5261	CWinThread::GetMainWnd(void)	mfc100u
0040A930	3416	CWinThread::Delete(void)	mfc100u
0040A934	13568	CWinApp::GetProfileIntW(wchar_t const *,wchar_t const *,int)	mfc100u
0040A938	13571	CWinApp::WriteProfileInt(wchar_t const *,wchar_t const *,int)	mfc100u
0040A93C	13569	CWinApp::GetProfileStringW(wchar_t const *,wchar_t const *,wchar_t const *)	mfc100u
0040A940	13572	CWinApp::WriteProfileStringW(wchar_t const *,wchar_t const *,wchar_t const *)	mfc100u
0040A944	13567	CWinApp::GetProfileBinary(wchar_t const *,wchar_t const *,uchar * *,uint *)	mfc100u
0040A948	13570	CWinApp::WriteProfileBinary(wchar_t const *,wchar_t const *,uchar *,uint)	mfc100u
0040A94C	7179	CWinApp::InitLibId(void)	mfc100u
0040A950	11469	CWinApp::Register(void)	mfc100u
0040A954	13267	CWinApp::Unregister(void)	mfc100u
0040A958	10976	CWinApp::OpenDocumentFile(wchar_t const *,int)	mfc100u
0040A95C	14162	CWinApp::OpenDocumentFile(wchar_t const *)	mfc100u
0040A960	1739	CWinApp::AddToRecentFileList(wchar_t const *)	mfc100u
0040A964	7126	CWinApp::InitApplication(void)	mfc100u
0040A968	11864	CWinApp::SaveAllModified(void)	mfc100u
0040A96C	3625	CWinApp::DoMessageBox(wchar_t const *,uint,uint)	mfc100u
0040A970	3684	CWinApp::DoWaitCursor(int)	mfc100u
0040A974	8530	CWinApp::OnDDECommand(wchar_t *)	mfc100u
0040A978	13387	CWinApp::WinHelpW(ulong,uint)	mfc100u
0040A97C	7108	CWinApp::HtmlHelpW(ulong,uint)	mfc100u
0040A980	13381	CWinApp::WinHelpInternal(ulong,uint)	mfc100u
0040A984	11477	CWinApp::RegisterWithRestartManager(wchar_t const *,ulong,ulong (*)(void *),void *,ulong,ulong)	mfc100u
0040A988	11476	CWinApp::RegisterWithRestartManager(int,ATL::CStringT<wchar_t,StrTraitMFC_DLL<wchar_t,ATL::ChTraitsCRT<wchar_t>>> const &)	mfc100u
0040A98C	2164	CWinApp::ApplicationRecoveryCallback(void *)	mfc100u
0040A990	4744	CWinApp::GetDataRecoveryHandler(void)	mfc100u
0040A994	13854	CWinApp::IsTaskbarInteractionEnabled(void)	mfc100u
0040A998	11784	CWinApp::RestartInstance(void)	mfc100u
0040A99C	7548	CWinApp::LoadAppLangResourceDLL(void)	mfc100u
0040A9A0	7624	CWinApp::LoadSysPolicies(void)	mfc100u
0040A9A4	7615	CWinAppEx::LoadState(wchar_t const *,CFrameImpl *)	mfc100u
0040A9A8	2457	CWinAppEx::CleanState(wchar_t const *)	mfc100u
0040A9AC	11923	CWinAppEx::SaveState(wchar_t const *,CFrameImpl *)	mfc100u
0040A9B0	10894	CWinAppEx::OnViewDoubleClick(CWnd *,int)	mfc100u
0040A9B4	13029	CWinAppEx::ShowPopupMenu(uint,CPoint const &,CWnd *)	mfc100u
0040A9B8	8115	CWinAppEx::OnAppContextHelp(CWnd *,ulong const * const)	mfc100u
0040A9BC	8345	CWinAppEx::OnClosingMainFrame(CFrameImpl *)	mfc100u
0040A9C0	7633	CWinAppEx::LoadWindowPlacement(CRect &,int &,int &)	mfc100u
0040A9C4	13116	CWinAppEx::StoreWindowPlacement(CRect const &,int,int)	mfc100u
0040A9C8	11515	CWinAppEx::ReloadWindowPlacement(CFrameWnd *)	mfc100u
0040A9CC	5830	CDialogEx::GetRuntimeClass(void)	mfc100u
0040A9D0	8347	CDialog::OnCmdMsg(uint,int,void *,AFX_CMDHANDLERINFO *)	mfc100u
0040A9D4	8372	CDialogEx::OnCommand(uint,long)	mfc100u
0040A9D8	11164	CDialogEx::PreTranslateMessage(tagMSG *)	mfc100u
0040A9DC	2417	CDialog::CheckAutoCenter(void)	mfc100u
0040A9E0	12606	CDialog::SetOccDialogInfo(_AFX_OCC_DIALOG_INFO *)	mfc100u
0040A9E4	5556	CDialog::GetOccDialogInfo(void)	mfc100u
0040A9E8	2756	CDialog::Create(wchar_t const *,CWnd *)	mfc100u
0040A9EC	2980	CDialog::CreateIndirect(void *,CWnd *)	mfc100u
0040A9F0	2981	CDialog::CreateIndirect(DLGTEMPLATE const *,CWnd *,void *)	mfc100u
0040A9F4	9525	CDialog::OnInitDialog(void)	mfc100u
0040A9F8	10412	CDialog::OnSetFont(CFont *)	mfc100u
0040A9FC	10058	CDialog::OnOK(void)	mfc100u
0040AA00	8179	CDialog::OnCancel(void)	mfc100u
0040AA04	11123	CDialog::PreInitDialog(void)	mfc100u
0040AA08	6358	CDocument::GetThisClass(void)	mfc100u
0040AA0C	6719	CDocument::GetThisMessageMap(void)	mfc100u
0040AA10	404	CDocument::CDocument(void)	mfc100u
0040AA14	965	CDocument::~CDocument(void)	mfc100u
0040AA18	10019	CDocument::OnNewDocument(void)	mfc100u
0040AA1C	8349	CDocument::OnCmdMsg(uint,int,void *,AFX_CMDHANDLERINFO *)	mfc100u
0040AA20	9329	CDocument::OnFinalRelease(void)	mfc100u
0040AA24	13822	CDocument::GetInterfaceMap(void)	mfc100u
0040AA28	3413	CException::Delete(void)	mfc100u
0040AA2C	13804	CDocument::FindChunk(_GUID const &,ulong)	mfc100u
0040AA30	13950	CDocument::RemoveChunk(_GUID const &,ulong)	mfc100u
0040AA34	13939	CDocument::ReadNextChunkValue(ATL::IFilterChunkValue * *)	mfc100u
0040AA38	13962	CDocument::SetChunkValue(ATL::IFilterChunkValue *)	mfc100u
0040AA3C	13743	CDocument::ClearChunkList(void)	mfc100u
0040AA40	14216	CDocument::GetThumbnail(uint,HBITMAP__ * *,WTS_ALPHATYPE *)	mfc100u
0040AA44	13738	CDocument::BeginReadChunks(void)	mfc100u
0040AA48	14129	CDocument::LoadDocumentFromStream(IStream *,ulong)	mfc100u
0040AA4C	12886	CDocument::SetTitle(wchar_t const *)	mfc100u
0040AA50	12684	CDocument::SetPathName(wchar_t const *,int)	mfc100u
0040AA54	2504	CDocument::ClearPathName(void)	mfc100u
0040AA58	4981	CDocument::GetFirstViewPosition(void)	mfc100u
0040AA5C	5538	CDocument::GetNextView(__POSITION * &)	mfc100u
0040AA60	8220	CDocument::OnChangedViewList(void)	mfc100u
0040AA64	3421	CDocument::DeleteContents(void)	mfc100u
0040AA68	10067	CDocument::OnOpenDocument(wchar_t const *)	mfc100u
0040AA6C	10296	CDocument::OnSaveDocument(wchar_t const *)	mfc100u
0040AA70	8334	CDocument::OnCloseDocument(void)	mfc100u
0040AA74	11706	CDocument::ReportSaveLoadException(wchar_t const *,CException *,int,uint)	mfc100u
0040AA78	4950	CDocument::GetFile(wchar_t const *,uint,CFileException *)	mfc100u
0040AA7C	11509	CDocument::ReleaseFile(CFile *,int)	mfc100u
0040AA80	14211	CDocument::OnRichPreviewUnload(void)	mfc100u
0040AA84	8615	CDocument::OnDocumentEvent(CDocument::DocumentEvent)	mfc100u
0040AA88	2375	CDocument::CanCloseFrame(CFrameWnd *)	mfc100u
0040AA8C	11880	CDocument::SaveModified(void)	mfc100u
0040AA90	11085	CDocument::PreCloseFrame(CFrameWnd *)	mfc100u
0040AA94	3670	CDocument::DoSave(wchar_t const *,int)	mfc100u
0040AA98	3623	CDocument::DoFileSave(void)	mfc100u
0040AA9C	13309	CDocument::UpdateFrameCounts(void)	mfc100u
0040AAA0	4764	CDocument::GetDefaultMenu(void)	mfc100u
0040AAA4	4755	CDocument::GetDefaultAccelerator(void)	mfc100u
0040AAA8	9496	CDocument::OnIdle(void)	mfc100u
0040AAAC	14130	CDocument::OnLoadDocumentFromStream(IStream *,ulong)	mfc100u
0040AAB0	13890	CDocument::OnPreviewHandlerQueryFocus(HWND__ * *)	mfc100u
0040AAB4	13891	CDocument::OnPreviewHandlerTranslateAccelerator(tagMSG *)	mfc100u
0040AAB8	13870	CDocument::OnCreatePreviewFrame(void)	mfc100u
0040AABC	13901	CDocument::OnUnloadHandler(void)	mfc100u
0040AAC0	13871	CDocument::OnDrawThumbnail(CDC &,tagRECT *)	mfc100u
0040AAC4	6655	CView::GetThisClass(void)	mfc100u
0040AAC8	9237	CView::OnFilePrint(void)	mfc100u
0040AACC	6865	CView::GetThisMessageMap(void)	mfc100u
0040AAD0	886	CView::CView(void)	mfc100u
0040AAD4	1288	CView::~CView(void)	mfc100u
0040AAD8	11115	CView::PreCreateWindow(tagCREATESTRUCTW &)	mfc100u
0040AADC	2020	AFXPrintPreview(CView *)	mfc100u
0040AAE0	3663	CView::DoPreparePrinting(CPrintInfo *)	mfc100u
0040AAE4	8363	CView::OnCmdMsg(uint,int,void *,AFX_CMDHANDLERINFO *)	mfc100u
0040AAE8	2338	CView::CalcWindowRect(tagRECT *,uint)	mfc100u
0040AAEC	6155	CView::GetScrollBarCtrl(int)	mfc100u
0040AAF0	11210	CWnd::PreTranslateMessage(tagMSG *)	mfc100u
0040AAF4	11080	CView::PostNcDestroy(void)	mfc100u
0040AAF8	7474	CView::IsSelected(CObject const *)	mfc100u
0040AAFC	10305	CView::OnScroll(uint,uint,int)	mfc100u
0040AB00	10308	CView::OnScrollBy(CSize,int)	mfc100u
0040AB04	8640	CView::OnDragEnter(COleDataObject *,ulong,CPoint)	mfc100u
0040AB08	8655	CView::OnDragOver(COleDataObject *,ulong,CPoint)	mfc100u
0040AB0C	8645	CView::OnDragLeave(void)	mfc100u
0040AB10	9075	CView::OnDrop(COleDataObject *,ulong,CPoint)	mfc100u
0040AB14	9080	CView::OnDropEx(COleDataObject *,ulong,ulong,CPoint)	mfc100u
0040AB18	8657	CView::OnDragScroll(ulong,CPoint)	mfc100u
0040AB1C	10160	CView::OnPrepareDC(CDC *,CPrintInfo *)	mfc100u
0040AB20	9562	CView::OnInitialUpdate(void)	mfc100u
0040AB24	8073	CView::OnActivateView(int,CView *,CView *)	mfc100u
0040AB28	8063	CView::OnActivateFrame(uint,CFrameWnd *)	mfc100u
0040AB2C	10750	CView::OnUpdate(CView *,long,CObject *)	mfc100u
0040AB30	10185	CView::OnPrint(CDC *,CPrintInfo *)	mfc100u
0040AB34	9140	CView::OnEndPrintPreview(CDC *,CPrintInfo *,tagPOINT,CPreviewView *)	mfc100u
0040AB38	658	CMFCTabCtrl::CMFCTabCtrl(void)	mfc100u
0040AB3C	1127	CMFCTabCtrl::~CMFCTabCtrl(void)	mfc100u
